Trail#,Year,State,Site,Core,Block,Long,Lat,Seq,Horizon,Depth_Start,Depth_End,Clay,Silt,Sand,CEC,TC,TOC,TIC,OM1,OM2,OM3,N,pH_salt,pH_water,EC1:1,BD_Measured,BD_Saxton,WC,Sample_Date,Sample_Tip,Field_Notes,Field_Notes2
17,2015,IA,Boone,1,1,-93.791901213566,42.014359961272,2,Bw1,19,40,24.3,25.1,50.6,16.9,0.84,0.84,0,.,1.4448,1.78,0.087,5.7,6.3,.,1.48,1.46,0.196,3/30/2015,SR,,
17,2015,IA,Boone,1,1,-93.791901213566,42.014359961272,3,Bw2,40,70,19.8,25.6,54.6,13.8,0.48,0.39,0.09,.,0.6708,1.05,0.061,6.8,7.3,.,1.53,1.53,0.17,3/30/2015,SR,,
17,2015,IA,Boone,1,1,-93.791901213566,42.014359961272,4,C,70,120,16,32.8,51.2,8.7,2.58,0.15,2.43,.,0.258,0.4,0.035,7.6,8.1,.,1.77,1.58,0.151,3/30/2015,SR,"Gleyed, some gravel",
17,2015,IA,Boone,2,2,-93.792134758882,42.014618676665,1,Ap,0,20,24.8,36.6,38.6,20.9,1.74,1.74,0,.,2.9928,3.27,0.165,5.2,5.8,.,1.46,1.32,0.206,3/30/2015,SR,,
17,2015,IA,Boone,2,2,-93.792134758882,42.014618676665,2,Bw1,20,37,28.7,41.4,29.9,23.4,1.78,1.78,0,.,3.0616,3.44,0.157,5.1,5.7,.,1.31,1.28,0.248,3/30/2015,SR,,
17,2015,IA,Boone,2,2,-93.792134758882,42.014618676665,3,Bw2,37,61,27.9,37.9,34.2,21.5,1.09,1.09,0,.,1.8748,2.26,0.113,5.3,5.9,.,1.43,1.37,0.234,3/30/2015,SR,,
17,2015,IA,Boone,2,2,-93.792134758882,42.014618676665,4,BC,61,86,23.1,27.9,49,16.1,0.38,0.38,0,.,0.6536,1.03,0.052,5.7,6.2,.,1.6,1.51,0.191,3/30/2015,SR,,
17,2015,IA,Boone,2,2,-93.792134758882,42.014618676665,5,C,86,117,20.9,23.9,55.2,13.3,0.2,0.18,0.02,.,0.3096,0.62,0.038,6.7,7.1,.,1.64,1.56,0.172,3/30/2015,SR,Gravel,
17,2015,IA,Boone,3,3,-93.792344165679,42.014913084055,1,Ap,0,20,23.1,32.6,44.3,17.9,1.62,1.62,0,.,2.7864,3.11,0.157,5.1,5.7,.,1.55,1.34,0.218,3/30/2015,SR,,
17,2015,IA,Boone,3,3,-93.792344165679,42.014913084055,2,Bw1,20,37,28,33.5,38.5,20.3,1.37,1.37,0,.,2.3564,2.75,0.143,5.2,5.8,.,1.38,1.36,0.238,3/30/2015,SR,,
17,2015,IA,Boone,3,3,-93.792344165679,42.014913084055,3,Bw2,37,66,24.8,29.7,45.5,18,0.7,0.7,0,.,1.204,1.56,0.08,5.4,5.9,.,1.44,1.46,0.207,3/30/2015,SR,,
17,2015,IA,Boone,3,3,-93.792344165679,42.014913084055,4,BC,66,88,18.9,28.8,52.3,12.7,0.84,0.29,0.55,.,0.4988,0.79,0.048,7.5,7.9,.,1.52,1.54,0.174,3/30/2015,SR,,
17,2015,IA,Boone,3,3,-93.792344165679,42.014913084055,5,C,88,120,16.4,33.9,49.7,10.1,2.36,0.12,2.24,.,0.2064,0.42,0.029,7.6,8.1,.,1.75,1.57,0.156,3/30/2015,SR,,
17,2015,IA,Boone,4,4,-93.792642080375,42.015044504873,1,Ap,0,18,21,32.6,46.4,20.1,1.72,1.72,0,.,2.9584,3.14,0.158,6,6.6,.,1.24,1.35,0.213,3/30/2015,SR,,
17,2015,IA,Boone,4,4,-93.792642080375,42.015044504873,2,Bw1,18,35,22.3,31.3,46.4,20.2,1.35,1.35,0,.,2.322,2.63,0.13,6,6.5,.,1.59,1.39,0.218,3/30/2015,SR,,
17,2015,IA,Boone,4,4,-93.792642080375,42.015044504873,3,Bw2,35,57,19.2,27.4,53.4,17.2,0.8,0.8,0,.,1.376,1.63,0.079,5.9,6.5,.,1.51,1.47,0.18,3/30/2015,SR,,
17,2015,IA,Boone,4,4,-93.792642080375,42.015044504873,4,BC,57,70,15.4,21.8,62.8,12.9,0.38,0.38,0,.,0.6536,0.93,0.059,6.2,6.7,.,1.63,1.54,0.139,3/30/2015,SR,,
17,2015,IA,Boone,4,4,-93.792642080375,42.015044504873,5,C,70,110,10.5,20.5,69,8,1.58,0.26,1.32,.,0.4472,0.54,0.032,7.5,8,.,.,1.57,.,3/30/2015,SR,Sandy/gravelly,
18,2015,IA,Lewis,1,1,-95.17214068498,41.314163800993,1,Ap,0,15,33.1,65.3,1.6,22.6,1.24,1.24,0,.,2.1328,2.56,0.134,6,6.5,.,1.36,1.19,0.242,3/31/2015,SR,,
18,2015,IA,Lewis,1,1,-95.17214068498,41.314163800993,2,AB,15,28,36.8,61.1,2.1,22.5,0.65,0.65,0,.,1.118,1.76,0.081,6.1,6.6,.,1.43,1.24,0.262,3/31/2015,SR,,
18,2015,IA,Lewis,1,1,-95.17214068498,41.314163800993,3,Bt,28,50,35.2,62.6,2.2,23.2,0.39,0.39,0,.,0.6708,1.37,0.069,6,6.5,.,1.4,1.27,0.278,3/31/2015,SR,,
18,2015,IA,Lewis,1,1,-95.17214068498,41.314163800993,4,B2,50,80,32.3,64.9,2.8,24.2,0.41,0.41,0,.,0.7052,1.29,0.067,5.7,6.3,.,1.36,1.29,0.276,3/31/2015,SR,,
18,2015,IA,Lewis,1,1,-95.17214068498,41.314163800993,5,BC,80,120,30.2,67.4,2.4,23.5,0.28,0.28,0,.,0.4816,0.99,0.055,5.5,6,.,1.41,1.32,0.267,3/31/2015,SR,,
18,2015,IA,Lewis,2,2,-95.172486580637,41.31403433719,1,Ap,0,13,30.1,67.8,2.1,23.7,1.78,1.78,0,.,3.0616,3.31,0.184,5.4,5.9,.,1.35,1.14,0.256,3/31/2015,SR,,
18,2015,IA,Lewis,2,2,-95.172486580637,41.31403433719,2,Bt1,13,30,34.3,64,1.7,23.7,1.22,1.22,0,.,2.0984,2.67,0.114,5.1,5.7,.,1.47,1.18,0.282,3/31/2015,SR,,
18,2015,IA,Lewis,2,2,-95.172486580637,41.31403433719,3,Bt2,30,58,33.3,64.5,2.2,22.8,0.9,0.9,0,.,1.548,2.2,0.101,5.3,5.8,.,1.23,1.22,0.288,3/31/2015,SR,,
18,2015,IA,Lewis,2,2,-95.172486580637,41.31403433719,4,BC,58,88,30.8,67.1,2.1,24.1,0.48,0.48,0,.,0.8256,1.52,0.071,5.3,5.9,.,1.33,1.28,0.275,3/31/2015,SR,,
18,2015,IA,Lewis,2,2,-95.172486580637,41.31403433719,5,C,88,120,30.2,67.1,2.7,24.1,0.22,0.22,0,.,0.3784,0.97,0.043,5.6,6.2,.,1.4,1.33,0.269,3/31/2015,SR,,
18,2015,IA,Lewis,3,3,-95.172777132988,41.313918709214,1,Ap,0,18,30.3,67.8,1.9,24.5,1.82,1.82,0,.,3.1304,3.58,0.18,5.7,6.3,.,1.25,1.11,0.267,3/31/2015,SR,,
18,2015,IA,Lewis,3,3,-95.172777132988,41.313918709214,2,AB,18,40,33.4,64.6,2,24.3,1.45,1.45,0,.,2.494,3.08,0.148,5.3,5.8,.,1.23,1.15,0.302,3/31/2015,SR,,
18,2015,IA,Lewis,3,3,-95.172777132988,41.313918709214,3,Bt,40,65,33.9,63.6,2.5,24,0.94,0.94,0,.,1.6168,2.23,0.099,5.6,6.2,.,1.19,1.21,0.293,3/31/2015,SR,,
18,2015,IA,Lewis,3,3,-95.172777132988,41.313918709214,4,B2,65,90,33.2,64.6,2.2,24.7,0.57,0.57,0,.,0.9804,1.6,0.07,5.8,6.3,.,1.25,1.26,0.271,3/31/2015,SR,,
18,2015,IA,Lewis,3,3,-95.172777132988,41.313918709214,5,BC,90,120,29.8,67.6,2.6,23.4,0.43,0.43,0,.,0.7396,1.21,0.059,6,6.5,.,1.21,1.3,0.268,3/31/2015,SR,,
18,2015,IA,Lewis,4,4,-95.172106095415,41.313772444765,1,Ap,0,18,28.5,69.2,2.3,22.8,1.67,1.67,0,.,2.8724,3.18,0.159,6.2,6.6,.,1.35,1.14,0.246,3/31/2015,SR,,
18,2015,IA,Lewis,4,4,-95.172106095415,41.313772444765,2,AB,18,38,35.3,62.4,2.3,23.9,0.73,0.73,0,.,1.2556,1.86,0.084,5.6,6.1,.,1.41,1.24,0.254,3/31/2015,SR,,
18,2015,IA,Lewis,4,4,-95.172106095415,41.313772444765,3,Bt,38,80,34.8,62.5,2.7,23.9,0.44,0.44,0,.,0.7568,1.42,0.068,5.4,5.9,.,1.41,1.27,0.272,3/31/2015,SR,,
18,2015,IA,Lewis,4,4,-95.172106095415,41.313772444765,4,BC,80,120,32.7,65,2.3,24.8,0.25,0.25,0,.,0.43,1.06,0.052,5,5.7,.,1.49,1.31,0.274,3/31/2015,SR,,
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,1,Ap,0,21,15,70.2,14.8,10.2,0.78,0.78,0,.,1.3416,1.73,0.087,6,6.6,.,1.51,1.38,0.263,4/6/2015,NR,,Mapped as a Cisne
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,2,E,21,33,22.1,65,12.9,13,0.5,0.5,0,.,0.86,1.5,0.057,4.9,5.6,.,1.34,1.37,0.254,4/6/2015,NR,,
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,3,Bt1,33,45,48.7,43.7,7.6,26.6,0.7,0.7,0,.,1.204,2.12,0.072,4.3,5.2,.,1.48,1.21,0.302,4/6/2015,NR,,
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,4,Bt2,45,59,42,49.3,8.7,25.9,0.41,0.41,0,.,0.7052,1.56,0.055,5.3,6.1,.,1.46,1.26,0.29,4/6/2015,NR,,
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,5,BC,59,80,32.5,59.4,8.1,21.8,0.17,0.17,0,.,0.2924,0.85,0.039,6.7,7.5,.,1.58,1.35,0.265,4/6/2015,NR,,
19,2015,IL,Brownstown,1,1,-88.958830960692,38.951173419076,6,C,80,110,27.2,60.5,12.3,18.9,0.1,0.1,0,.,0.172,0.65,0.035,7.5,8.2,.,1.67,1.41,0.22,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,1,Ap,0,19,13.9,71.3,14.8,10,0.86,0.86,0,.,1.4792,1.87,0.09,5.9,6.5,.,1.46,1.38,0.267,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,2,AE,19,33,19.7,65,15.3,10,0.52,0.52,0,.,0.8944,1.52,0.059,4.8,5.5,.,1.37,1.39,0.258,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,3,Bt1,33,47,48.5,45.5,6,26.9,0.72,0.72,0,.,1.2384,2.15,0.074,4.2,5,.,1.38,1.2,0.309,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,4,Bt2,47,63,42.8,50.5,6.7,25.3,0.5,0.5,0,.,0.86,1.6,0.054,4.6,5.6,.,1.49,1.25,0.278,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,5,BC,63,83,33.5,56.5,10,22.3,0.2,0.2,0,.,0.344,0.78,0.034,6.6,7.3,.,1.59,1.35,0.248,4/6/2015,NR,,
19,2015,IL,Brownstown,2,2,-88.958772612776,38.951425969757,6,C,83,113,26.3,59.7,14,20.1,0.11,0.11,0,.,0.1892,0.65,0.032,7.5,8.2,.,1.57,1.42,0.26,4/6/2015,NR,,
19,2015,IL,Brownstown,3,3,-88.958470422823,38.951111587702,1,Ap,0,23,14.6,68,17.4,10,0.78,0.78,0,.,1.3416,1.73,0.082,5.8,6.4,.,1.45,1.39,0.249,4/6/2015,NR,,
19,2015,IL,Brownstown,3,3,-88.958470422823,38.951111587702,2,E,23,37,21.3,64.3,14.4,12.6,0.41,0.41,0,.,0.7052,1.35,0.064,4.5,5.2,.,1.45,1.4,0.264,4/6/2015,NR,,
19,2015,IL,Brownstown,3,3,-88.958470422823,38.951111587702,3,Bt1,37,55,46.9,44.3,8.8,26.4,0.43,0.43,0,.,0.7396,1.78,0.069,4.2,5,.,1.22,1.24,0.315,4/6/2015,NR,,
19,2015,IL,Brownstown,3,3,-88.958470422823,38.951111587702,4,Bt2,55,74,31.5,52.8,15.7,19.8,0.15,0.15,0,.,0.258,0.85,0.039,5.8,6.4,.,1.49,1.38,0.244,4/6/2015,NR,,
19,2015,IL,Brownstown,3,3,-88.958470422823,38.951111587702,5,BC,74,106,28.3,54,17.7,18.9,0.08,0.08,0,.,0.1376,0.66,0.036,6.9,7.6,.,1.64,1.42,0.223,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,1,Ap,0,19,15.7,72.2,12.1,10.1,0.82,0.82,0,.,1.4104,1.86,0.112,4.6,5.2,.,1.46,1.36,0.274,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,2,AE,19,31,18.9,68.9,12.2,9.7,0.52,0.52,0,.,0.8944,1.48,0.074,4.3,5,.,1.47,1.38,0.276,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,3,E,31,46,29,62.1,8.9,15.3,0.37,0.37,0,.,0.6364,1.38,0.06,4.1,4.8,.,1.37,1.34,0.278,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,4,Bt1,46,63,46.5,48.2,5.3,27.3,0.55,0.55,0,.,0.946,1.94,0.076,4.1,4.9,.,1.38,1.21,0.318,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,5,Bt2,63,77,37.6,55.8,6.6,23.5,0.35,0.35,0,.,0.602,1.35,0.058,4.3,5.2,.,1.57,1.28,0.27,4/6/2015,NR,,
19,2015,IL,Brownstown,4,4,-88.958524416417,38.951381555672,6,BC,77,110,34.9,58.2,6.9,22.7,0.17,0.17,0,.,0.2924,0.95,0.037,5,5.9,.,1.54,1.32,0.256,4/6/2015,NR,,
20,2015,IL,Urbana,1,1,-88.232010665585,40.046850135122,1,Ap,0,18,24.2,62.5,13.3,20.1,1.61,1.61,0,.,2.7692,3.08,0.148,5,5.5,.,1.37,1.22,0.276,4/6/2015,SR,,Mapped as a Flanagan
20,2015,IL,Urbana,1,1,-88.232010665585,40.046850135122,2,A,18,41,28.3,55.3,16.4,21.1,1.29,1.29,0,.,2.2188,2.64,0.132,5,5.5,.,1.48,1.27,0.287,4/6/2015,SR,,
20,2015,IL,Urbana,1,1,-88.232010665585,40.046850135122,3,Bt,41,60,36.9,48.5,14.6,24.1,0.76,0.76,0,.,1.3072,1.98,0.065,4.9,5.5,.,1.5,1.29,0.308,4/6/2015,SR,,
20,2015,IL,Urbana,1,1,-88.232010665585,40.046850135122,4,Btg1,60,82,36.7,51.2,12.1,24.3,0.48,0.48,0,.,0.8256,1.53,0.055,5,5.6,.,1.54,1.3,0.3,4/6/2015,SR,,
20,2015,IL,Urbana,1,1,-88.232010665585,40.046850135122,5,Btg2,82,115,35.4,52.5,12.1,23.3,0.34,0.34,0,.,0.5848,1.21,0.05,5.3,5.9,.,1.65,1.32,0.286,4/6/2015,SR,,
20,2015,IL,Urbana,2,2,-88.231680966859,40.046887045418,1,Ap,0,18,25.3,69.3,5.4,20.4,1.59,1.59,0,.,2.7348,3.12,0.157,5.4,5.9,.,1.17,1.18,0.288,4/6/2015,SR,,
20,2015,IL,Urbana,2,2,-88.231680966859,40.046887045418,2,AB,18,32,31.4,65,3.6,22.3,1.29,1.29,0,.,2.2188,2.87,0.146,5.8,6.3,.,1.35,1.18,0.262,4/6/2015,SR,,
20,2015,IL,Urbana,2,2,-88.231680966859,40.046887045418,3,Bt1,32,55,34.9,61.1,4,22.5,0.61,0.61,0,.,1.0492,1.96,0.072,5.5,6.1,.,1.4,1.24,0.321,4/6/2015,SR,,
20,2015,IL,Urbana,2,2,-88.231680966859,40.046887045418,4,Bt2,55,75,30.5,65.2,4.3,20.6,0.46,0.46,0,.,0.7912,1.52,0.06,6.1,6.7,.,1.45,1.3,0.27,4/6/2015,SR,,
20,2015,IL,Urbana,2,2,-88.231680966859,40.046887045418,5,BC,75,115,21.7,48.1,30.2,8.4,2.33,0.12,2.21,.,0.2064,0.63,0.025,7.7,8.1,.,1.79,1.51,0.192,4/6/2015,SR,,
20,2015,IL,Urbana,3,3,-88.231965774684,40.046663089702,1,Ap,0,18,20.4,68.1,11.5,17.9,1.61,1.61,0,.,2.7692,3.13,0.155,5,5.5,.,1.32,1.22,0.225,4/6/2015,SR,,
20,2015,IL,Urbana,3,3,-88.231965774684,40.046663089702,2,A,18,34,23.5,64.3,12.2,19,1.19,1.19,0,.,2.0468,2.42,0.119,5.3,5.9,.,1.43,1.26,0.321,4/6/2015,SR,,
20,2015,IL,Urbana,3,3,-88.231965774684,40.046663089702,3,AB,34,54,32.8,57.3,9.9,23,0.77,0.77,0,.,1.3244,1.93,0.084,5.2,5.7,.,1.4,1.28,0.259,4/6/2015,SR,,
20,2015,IL,Urbana,3,3,-88.231965774684,40.046663089702,4,Bt,54,75,41.5,52,6.5,28.9,0.5,0.5,0,.,0.86,1.69,0.062,5.5,6,.,1.56,1.24,0.292,4/6/2015,SR,,
20,2015,IL,Urbana,3,3,-88.231965774684,40.046663089702,5,Btg,75,105,37.9,56.1,6,25.9,0.3,0.3,0,.,0.516,1.22,0.046,6,6.5,.,1.52,1.28,0.313,4/6/2015,SR,,
20,2015,IL,Urbana,4,4,-88.231602158389,40.046613709712,1,Ap,0,18,26,69.7,4.3,19.7,1.54,1.54,0,.,2.6488,2.94,0.141,5.8,6.3,.,1.27,1.18,0.224,4/6/2015,SR,,
20,2015,IL,Urbana,4,4,-88.231602158389,40.046613709712,2,AB,18,34,31.3,66,2.7,22.1,1.12,1.12,0,.,1.9264,2.57,0.118,5.8,6.3,.,1.29,1.2,0.346,4/6/2015,SR,,
20,2015,IL,Urbana,4,4,-88.231602158389,40.046613709712,3,Bt1,34,55,36.7,61.7,1.6,25.5,0.65,0.65,0,.,1.118,2.01,0.081,5.6,6.1,.,1.36,1.22,0.327,4/6/2015,SR,,
20,2015,IL,Urbana,4,4,-88.231602158389,40.046613709712,4,Bt2,55,77,34.9,63.6,1.5,25,0.41,0.41,0,.,0.7052,1.6,0.06,6,6.5,.,1.44,1.25,0.355,4/6/2015,SR,,
20,2015,IL,Urbana,4,4,-88.231602158389,40.046613709712,5,BC,77,109,28.6,68.8,2.6,20.3,0.29,0.29,0,.,0.4988,1.16,0.044,6.7,7.2,.,1.46,1.33,0.323,4/6/2015,SR,,
21,2015,IN,Loam,1,1,-86.940503785908,41.445454004536,1,Ap,0,16,17.2,28.8,54,17.8,1.99,1.99,0,.,3.4228,3.24,0.186,6.1,6.6,.,1.39,1.35,0.336,4/7/2015,SR,,Mapped as a Sebewa
21,2015,IN,Loam,1,1,-86.940503785908,41.445454004536,2,A,16,36,18.6,27.3,54.1,16.8,1.22,1.22,0,.,2.0984,2.15,0.111,5.9,6.4,.,1.71,1.44,0.273,4/7/2015,SR,,
21,2015,IN,Loam,1,1,-86.940503785908,41.445454004536,3,Btg1,36,48,24.7,30.4,44.9,16.1,0.44,0.44,0,.,0.7568,0.95,0.05,5.9,6.4,.,1.63,1.5,0.363,4/7/2015,SR,,
21,2015,IN,Loam,1,1,-86.940503785908,41.445454004536,4,Btg2,48,63,16.4,23.3,60.3,10.9,0.37,0.37,0,.,0.6364,0.7,0.039,5.9,6.4,.,1.55,1.56,0.347,4/7/2015,SR,,
21,2015,IN,Loam,1,1,-86.940503785908,41.445454004536,5,Cb,63,105,7,6.8,86.2,2.6,0.4,0.4,0,.,0.688,0.52,0.035,5.9,6.6,.,1.56,1.55,0.139,4/7/2015,SR,Very sandy,
21,2015,IN,Loam,2,2,-86.940598590473,41.445665608325,1,Ap,0,15,18.4,30.5,51.1,16.8,1.59,1.59,0,.,2.7348,3.11,0.145,5.8,6.3,.,1.46,1.38,0.345,4/7/2015,SR,,
21,2015,IN,Loam,2,2,-86.940598590473,41.445665608325,2,A,15,29,21.4,32.3,46.3,18.6,1.16,1.16,0,.,1.9952,2.31,0.117,5.2,5.8,.,1.65,1.41,0.324,4/7/2015,SR,,
21,2015,IN,Loam,2,2,-86.940598590473,41.445665608325,3,Btg1,29,48,25,37.9,37.1,17.9,0.41,0.41,0,.,0.7052,1.01,0.053,5.5,6,.,1.7,1.47,0.305,4/7/2015,SR,,
21,2015,IN,Loam,2,2,-86.940598590473,41.445665608325,4,Btg2,48,66,21.1,26.6,52.3,12.7,0.34,0.34,0,.,0.5848,0.7,0.043,5.5,6.1,.,1.56,1.54,0.327,4/7/2015,SR,,
21,2015,IN,Loam,2,2,-86.940598590473,41.445665608325,5,Cb,66,110,9,12.2,78.8,5.5,0.83,0.83,0,.,1.4276,1.14,0.055,5.4,6.1,.,1.46,1.53,0.212,4/7/2015,SR,Sandy/ course,
21,2015,IN,Loam,3,3,-86.940416565708,41.445840048725,1,Ap,0,16,17.6,31.6,50.8,15.4,1.54,1.54,0,.,2.6488,2.74,0.141,6.1,6.6,.,1.42,1.39,0.334,4/7/2015,SR,,
21,2015,IN,Loam,3,3,-86.940416565708,41.445840048725,2,A,16,31,17.8,29.6,52.6,15.2,1.06,1.06,0,.,1.8232,1.97,0.115,5.6,6.2,.,1.8,1.44,0.291,4/7/2015,SR,,
21,2015,IN,Loam,3,3,-86.940416565708,41.445840048725,3,Btg1,31,47,20.1,30,49.9,14.5,0.56,0.56,0,.,0.9632,1.16,0.062,5.3,5.9,.,1.66,1.5,0.327,4/7/2015,SR,,
21,2015,IN,Loam,3,3,-86.940416565708,41.445840048725,4,Btg2,47,65,12.9,20.6,66.5,10.2,0.58,0.58,0,.,0.9976,0.95,0.063,5.4,5.9,.,1.52,1.54,0.3,4/7/2015,SR,,
21,2015,IN,Loam,3,3,-86.940416565708,41.445840048725,5,C,65,110,8.7,11.3,80,4.1,0.78,0.78,0,.,1.3416,1.05,0.052,5.4,6.1,.,1.61,1.54,0.171,4/7/2015,SR,Very sandy /gravelly ,
21,2015,IN,Loam,4,4,-86.940195102243,41.445998561958,1,Ap,0,24,16.8,30.4,52.8,15.7,1.66,1.66,0,.,2.8552,2.67,0.135,5.8,6.5,.,1.42,1.39,0.28,4/7/2015,SR,,
21,2015,IN,Loam,4,4,-86.940195102243,41.445998561958,2,Btg1,24,40,18,32.6,49.4,11.9,0.35,0.35,0,.,0.602,0.83,0.047,5.6,6.1,.,1.82,1.53,0.28,4/7/2015,SR,,
21,2015,IN,Loam,4,4,-86.940195102243,41.445998561958,3,Btg2,40,57,21.7,38.6,39.7,16.7,0.28,0.28,0,.,0.4816,0.76,0.046,5.6,6.1,.,1.53,1.49,0.356,4/7/2015,SR,,
21,2015,IN,Loam,4,4,-86.940195102243,41.445998561958,4,Btg3,57,85,9.4,12.4,78.2,5.3,0.33,0.33,0,.,0.5676,0.56,0.034,5.6,6.2,.,1.64,1.57,0.23,4/7/2015,SR,,
21,2015,IN,Loam,4,4,-86.940195102243,41.445998561958,5,Cb,85,115,3.2,4.6,92.2,1.9,0.21,0.21,0,.,0.3612,0.44,0.023,5.7,6.3,.,1.71,1.52,0.166,4/7/2015,SR,,
22,2015,IN,Sand,1,1,-86.92333584463,41.44327551614,1,Ap,0,16,6,35.3,58.7,6.9,0.86,0.86,0,.,1.4792,1.6,0.087,6.1,6.6,.,1.49,1.45,0.282,4/7/2015,SR,,Mapped as a Tracy
22,2015,IN,Sand,1,1,-86.92333584463,41.44327551614,2,A,16,28,7.9,33.3,58.8,5.5,0.62,0.62,0,.,1.0664,1.29,0.066,5.8,6.4,.,1.64,1.51,0.294,4/7/2015,SR,,
22,2015,IN,Sand,1,1,-86.92333584463,41.44327551614,3,B1,28,53,9.4,25.7,64.9,5.1,0.28,0.28,0,.,0.4816,0.79,0.041,5.8,6.3,.,1.52,1.53,0.234,4/7/2015,SR,,
22,2015,IN,Sand,1,1,-86.92333584463,41.44327551614,4,B2,53,84,8.6,17.3,74.1,4.8,0.25,0.25,0,.,0.43,0.6,0.044,5.9,6.4,.,1.56,1.56,0.216,4/7/2015,SR,,
22,2015,IN,Sand,1,1,-86.92333584463,41.44327551614,5,B3,84,110,10.9,14.8,74.3,5,0.22,0.22,0,.,0.3784,0.61,0.029,6,6.6,.,1.77,1.57,0.243,4/7/2015,SR,,
22,2015,IN,Sand,2,2,-86.92308167324,41.443448280323,1,Ap,0,15,8.7,33.5,57.8,6.3,0.95,0.95,0,.,1.634,1.67,0.098,6,6.4,.,1.3,1.47,0.312,4/7/2015,SR,,
22,2015,IN,Sand,2,2,-86.92308167324,41.443448280323,2,A,15,27,8.7,32.8,58.5,6.8,0.75,0.75,0,.,1.29,1.47,0.075,5.7,6.3,.,1.45,1.5,0.324,4/7/2015,SR,,
22,2015,IN,Sand,2,2,-86.92308167324,41.443448280323,3,B1,27,47,9,22.1,68.9,5.2,0.28,0.28,0,.,0.4816,0.86,0.039,4.9,5.5,.,1.6,1.55,0.246,4/7/2015,SR,,
22,2015,IN,Sand,2,2,-86.92308167324,41.443448280323,4,B2,47,80,12.1,22.6,65.3,5.9,0.24,0.24,0,.,0.4128,0.72,0.031,4.8,5.2,.,1.5,1.56,0.219,4/7/2015,SR,,
22,2015,IN,Sand,2,2,-86.92308167324,41.443448280323,5,B3,80,115,12.4,27.8,59.8,5.7,0.19,0.19,0,.,0.3268,0.57,0.026,4.8,5.3,.,1.63,1.57,0.204,4/7/2015,SR,,
22,2015,IN,Sand,3,3,-86.923551121465,41.443592099722,1,Ap,0,24,9.8,32.8,57.4,6.6,0.71,0.71,0,.,1.2212,1.46,0.08,5.9,6.4,.,1.52,1.5,0.226,4/7/2015,SR,,
22,2015,IN,Sand,3,3,-86.923551121465,41.443592099722,2,B1,24,50,9,28.3,62.7,5,0.22,0.22,0,.,0.3784,0.72,0.035,4.7,5.4,.,1.53,1.56,0.201,4/7/2015,SR,,
22,2015,IN,Sand,3,3,-86.923551121465,41.443592099722,3,B2,50,70,6.7,12.3,81,3.3,0.15,0.15,0,.,0.258,0.5,0.027,5.1,5.7,.,.,1.55,0.19,4/7/2015,SR,,
22,2015,IN,Sand,3,3,-86.923551121465,41.443592099722,4,B3,70,95,10.9,15.4,73.7,5.3,0.15,0.15,0,.,0.258,0.61,0.023,5,5.6,.,1.71,1.58,0.199,4/7/2015,SR,,
22,2015,IN,Sand,3,3,-86.923551121465,41.443592099722,5,B4,95,115,11.6,12.1,76.3,4.2,0.11,0.11,0,.,0.1892,0.48,0.025,4.8,5.4,.,1.56,1.58,0.24,4/7/2015,SR,,
22,2015,IN,Sand,4,4,-86.923435342327,41.44381189918,1,Ap,0,18,10.2,34.9,54.9,7.4,0.84,0.84,0,.,1.4448,1.66,0.087,6.2,6.8,.,1.64,1.48,0.259,4/7/2015,SR,,
22,2015,IN,Sand,4,4,-86.923435342327,41.44381189918,2,A,18,30,10.2,37.2,52.6,7.3,0.64,0.64,0,.,1.1008,1.44,0.081,5.8,6.3,.,1.7,1.49,0.305,4/7/2015,SR,,
22,2015,IN,Sand,4,4,-86.923435342327,41.44381189918,3,B1,30,58,11.7,28.3,60,5.8,0.24,0.24,0,.,0.4128,0.72,0.028,5.5,6.1,.,1.61,1.56,0.208,4/7/2015,SR,,
22,2015,IN,Sand,4,4,-86.923435342327,41.44381189918,4,B2,58,82,5.1,10.8,84.1,2.7,0.11,0.11,0,.,0.1892,0.35,0.018,4.9,5.5,.,.,1.55,0.22,4/7/2015,SR,,
